number_of_components,n_nodes,n_edges,density,global_efficiency,diameter,shortest_path,city,year
1,6,7,0.4666666666666667,0.6888888888888889,3,1.8,Walldorf,2016
1,7,8,0.3809523809523809,0.6428571428571429,3,1.9047619047619049,Walldorf,2021
1,2,1,1.0,1.0,1,1.0,Junagadh,2017
1,2,1,1.0,1.0,1,1.0,Wörrstadt,2016
1,2,1,1.0,1.0,1,1.0,Copenhagen,1988
2,3,3,1.0,1.0,1,1.0,Copenhagen,1996
3,4,6,1.0,1.0,1,1.0,Copenhagen,2000
4,4,6,1.0,1.0,1,1.0,Copenhagen,2002
7,4,6,1.0,1.0,1,1.0,Copenhagen,2003
8,5,7,0.7,0.85,2,1.3,Copenhagen,2007
12,6,8,0.5333333333333333,0.7333333333333335,3,1.6666666666666667,Copenhagen,2008
17,6,8,0.5333333333333333,0.7333333333333335,3,1.6666666666666667,Copenhagen,2009
22,6,11,0.7333333333333333,0.8666666666666667,2,1.2666666666666666,Copenhagen,2010
30,9,14,0.3888888888888889,0.6481481481481485,3,1.8888888888888888,Copenhagen,2011
35,12,22,0.3333333333333333,0.6060606060606057,3,2.0303030303030303,Copenhagen,2012
42,52,95,0.0716440422322775,0.2945997085702975,11,5.020361990950226,Copenhagen,2013
58,64,128,0.0634920634920634,0.3062485326622268,11,4.326388888888889,Copenhagen,2014
73,117,224,0.0330091364574123,0.2375970927916087,13,5.557765988800472,Copenhagen,2015
92,151,293,0.0258719646799117,0.2433076268837724,12,5.120706401766005,Copenhagen,2016
112,192,367,0.0200152705061082,0.2367631218948108,14,5.144415357766143,Copenhagen,2017
116,237,467,0.0166988486018737,0.239632274187659,13,4.914431810055067,Copenhagen,2018
127,290,561,0.0133874239350912,0.2330911609835107,12,4.985443264526906,Copenhagen,2019
133,346,663,0.0111083186730334,0.2282173796438456,14,5.079567730585574,Copenhagen,2020
140,389,779,0.0103225293509659,0.2314296894460039,12,4.972159648053428,Copenhagen,2021
146,407,833,0.0100821824959756,0.2323267568229197,12,4.94122559639801,Copenhagen,2022
147,424,868,0.0096792898880413,0.2279904014882006,12,5.04302154422588,Copenhagen,2023
146,429,881,0.0095963226804348,0.2278337018246259,12,5.036315709212905,Copenhagen,2024
1,2,1,1.0,1.0,1,1.0,Bari,1980
2,2,1,1.0,1.0,1,1.0,Bari,2013
4,2,1,1.0,1.0,1,1.0,Bari,2018
5,2,1,1.0,1.0,1,1.0,Bari,2019
6,2,1,1.0,1.0,1,1.0,Bari,2020
7,2,1,1.0,1.0,1,1.0,Bari,2021
9,2,1,1.0,1.0,1,1.0,Bari,2022
1,2,1,1.0,1.0,1,1.0,Herstal,2014
1,3,3,1.0,1.0,1,1.0,Herstal,2021
1,2,1,1.0,1.0,1,1.0,Winsen,2015
1,3,3,1.0,1.0,1,1.0,Lenoir City,2011
1,2,1,1.0,1.0,1,1.0,Goleta,2009
2,2,1,1.0,1.0,1,1.0,Goleta,2015
2,3,3,1.0,1.0,1,1.0,Goleta,2018
3,3,3,1.0,1.0,1,1.0,Goleta,2021
1,2,1,1.0,1.0,1,1.0,Zabrze,2014
1,2,1,1.0,1.0,1,1.0,Findlay,1998
1,2,1,1.0,1.0,1,1.0,Findlay,1999
1,2,1,1.0,1.0,1,1.0,Findlay,2001
1,2,1,1.0,1.0,1,1.0,Findlay,2011
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Findlay,2021
1,2,1,1.0,1.0,1,1.0,Reims,2017
2,2,1,1.0,1.0,1,1.0,Reims,2019
1,2,1,1.0,1.0,1,1.0,Clyst Honiton,1981
1,2,1,1.0,1.0,1,1.0,Centerport,2020
1,2,1,1.0,1.0,1,1.0,Kobe,2022
1,2,1,1.0,1.0,1,1.0,Gilbert,2013
2,2,1,1.0,1.0,1,1.0,Gilbert,2014
4,3,3,1.0,1.0,1,1.0,Gilbert,2016
5,3,3,1.0,1.0,1,1.0,Gilbert,2017
6,3,3,1.0,1.0,1,1.0,Gilbert,2018
8,3,3,1.0,1.0,1,1.0,Gilbert,2019
9,3,3,1.0,1.0,1,1.0,Gilbert,2020
11,3,3,1.0,1.0,1,1.0,Gilbert,2021
11,3,3,1.0,1.0,1,1.0,Gilbert,2022
1,2,1,1.0,1.0,1,1.0,Inwood,2018
1,2,1,1.0,1.0,1,1.0,Sahuarita,1999
1,2,1,1.0,1.0,1,1.0,Mount Arlington,2013
1,2,1,1.0,1.0,1,1.0,Jena,2003
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Jena,2005
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Jena,2009
1,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Jena,2013
2,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Jena,2016
2,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Jena,2017
1,2,1,1.0,1.0,1,1.0,Bothell,2004
3,2,1,1.0,1.0,1,1.0,Bothell,2010
4,2,1,1.0,1.0,1,1.0,Bothell,2012
6,2,1,1.0,1.0,1,1.0,Bothell,2013
7,2,1,1.0,1.0,1,1.0,Bothell,2018
6,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Bothell,2019
7,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Bothell,2020
8,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Bothell,2022
1,2,1,1.0,1.0,1,1.0,Bromsgrove,1999
1,2,1,1.0,1.0,1,1.0,Lucerne,2021
2,2,1,1.0,1.0,1,1.0,Lucerne,2022
1,2,1,1.0,1.0,1,1.0,Lavallette,2004
1,2,1,1.0,1.0,1,1.0,Alton,2020
1,3,3,1.0,1.0,1,1.0,Alton,2022
1,2,1,1.0,1.0,1,1.0,Kingfisher,2007
1,2,1,1.0,1.0,1,1.0,Darlinghurst,2015
2,2,1,1.0,1.0,1,1.0,Darlinghurst,2016
3,2,1,1.0,1.0,1,1.0,Darlinghurst,2021
4,2,1,1.0,1.0,1,1.0,Darlinghurst,2022
2,2,1,1.0,1.0,1,1.0,Commerce,2015
3,3,3,1.0,1.0,1,1.0,Commerce,2019
1,2,1,1.0,1.0,1,1.0,Atlantic Beach,2020
1,2,1,1.0,1.0,1,1.0,Yorktown Heights,2024
1,2,1,1.0,1.0,1,1.0,Bengaluru,2003
2,2,1,1.0,1.0,1,1.0,Bengaluru,2005
3,2,1,1.0,1.0,1,1.0,Bengaluru,2006
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Bengaluru,2007
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Bengaluru,2008
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Bengaluru,2009
5,4,3,0.5,0.75,2,1.5,Bengaluru,2010
7,5,4,0.4,0.7,2,1.6,Bengaluru,2011
8,6,5,0.3333333333333333,0.6666666666666666,2,1.6666666666666667,Bengaluru,2012
11,6,5,0.3333333333333333,0.6666666666666666,2,1.6666666666666667,Bengaluru,2013
15,7,6,0.2857142857142857,0.5595238095238094,4,2.2857142857142856,Bengaluru,2014
23,8,7,0.25,0.5327380952380951,4,2.392857142857143,Bengaluru,2015
34,16,15,0.125,0.4326388888888886,6,2.9,Bengaluru,2016
49,21,20,0.0952380952380952,0.4138888888888892,6,2.942857142857143,Bengaluru,2017
60,22,21,0.0909090909090909,0.4150072150072153,6,2.913419913419913,Bengaluru,2018
77,34,37,0.0659536541889483,0.3765512265512247,7,3.1871657754010694,Bengaluru,2019
103,41,46,0.0560975609756097,0.3672619047619045,7,3.2439024390243905,Bengaluru,2020
130,53,60,0.0435413642960812,0.3199910152740369,10,4.018142235123367,Bengaluru,2021
143,94,226,0.0517044154655685,0.3128521133153931,9,3.92610386639213,Bengaluru,2022
150,97,262,0.0562714776632302,0.3157539512082019,9,3.9145189003436425,Bengaluru,2023
153,97,262,0.0562714776632302,0.3157539512082019,9,3.9145189003436425,Bengaluru,2024
1,2,1,1.0,1.0,1,1.0,Kendall Park,2010
1,2,1,1.0,1.0,1,1.0,Lansing,1985
2,2,1,1.0,1.0,1,1.0,Lansing,2009
3,2,1,1.0,1.0,1,1.0,Lansing,2014
4,2,1,1.0,1.0,1,1.0,Lansing,2016
4,3,3,1.0,1.0,1,1.0,Lansing,2017
6,3,3,1.0,1.0,1,1.0,Lansing,2018
7,3,3,1.0,1.0,1,1.0,Lansing,2020
8,3,3,1.0,1.0,1,1.0,Lansing,2021
1,2,1,1.0,1.0,1,1.0,Burleigh Heads,2001
2,2,1,1.0,1.0,1,1.0,Burleigh Heads,2014
1,2,1,1.0,1.0,1,1.0,Gainsborough,2014
1,2,1,1.0,1.0,1,1.0,Gresham,2017
2,2,1,1.0,1.0,1,1.0,Gresham,2020
1,2,1,1.0,1.0,1,1.0,Jinju,2018
1,2,1,1.0,1.0,1,1.0,Montrouge,2005
2,2,1,1.0,1.0,1,1.0,Montrouge,2007
3,2,1,1.0,1.0,1,1.0,Montrouge,2010
4,2,1,1.0,1.0,1,1.0,Montrouge,2019
5,2,1,1.0,1.0,1,1.0,Montrouge,2020
1,2,1,1.0,1.0,1,1.0,Avon,2012
1,2,1,1.0,1.0,1,1.0,Gloucester,2008
2,2,1,1.0,1.0,1,1.0,Gloucester,2011
2,4,6,1.0,1.0,1,1.0,Gloucester,2012
2,5,7,0.7,0.85,2,1.3,Gloucester,2014
1,2,1,1.0,1.0,1,1.0,Scoresby,2014
2,2,1,1.0,1.0,1,1.0,Seal Beach,2011
1,2,1,1.0,1.0,1,1.0,Oakville,2009
2,2,1,1.0,1.0,1,1.0,Oakville,2011
3,2,1,1.0,1.0,1,1.0,Oakville,2012
4,2,1,1.0,1.0,1,1.0,Oakville,2014
4,3,3,1.0,1.0,1,1.0,Oakville,2016
5,4,6,1.0,1.0,1,1.0,Oakville,2017
6,4,6,1.0,1.0,1,1.0,Oakville,2019
9,4,6,1.0,1.0,1,1.0,Oakville,2020
11,4,6,1.0,1.0,1,1.0,Oakville,2021
11,4,6,1.0,1.0,1,1.0,Oakville,2022
2,3,3,1.0,1.0,1,1.0,Maribor,2016
3,3,3,1.0,1.0,1,1.0,Maribor,2019
4,3,3,1.0,1.0,1,1.0,Maribor,2021
1,2,1,1.0,1.0,1,1.0,Voluntari,2018
2,2,1,1.0,1.0,1,1.0,Voluntari,2019
2,3,3,1.0,1.0,1,1.0,Voluntari,2020
1,2,1,1.0,1.0,1,1.0,Boynton Beach,2011
4,2,1,1.0,1.0,1,1.0,Boynton Beach,2019
1,2,1,1.0,1.0,1,1.0,Peruíbe,2018
1,2,1,1.0,1.0,1,1.0,Mosjøen,2020
1,2,1,1.0,1.0,1,1.0,Ankara,2002
2,2,1,1.0,1.0,1,1.0,Ankara,2008
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Ankara,2009
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Ankara,2010
5,4,3,0.5,0.75,2,1.5,Ankara,2012
6,4,3,0.5,0.75,2,1.5,Ankara,2013
7,4,3,0.5,0.75,2,1.5,Ankara,2014
9,4,3,0.5,0.75,2,1.5,Ankara,2015
10,4,3,0.5,0.75,2,1.5,Ankara,2016
12,4,3,0.5,0.75,2,1.5,Ankara,2017
15,4,3,0.5,0.75,2,1.5,Ankara,2018
17,4,3,0.5,0.75,2,1.5,Ankara,2019
20,4,3,0.5,0.75,2,1.5,Ankara,2020
20,5,4,0.4,0.6666666666666667,3,1.8,Ankara,2021
20,5,4,0.4,0.6666666666666667,3,1.8,Ankara,2022
22,5,4,0.4,0.6666666666666667,3,1.8,Ankara,2023
1,2,1,1.0,1.0,1,1.0,Heusenstamm,2020
1,2,1,1.0,1.0,1,1.0,Tunis,2015
2,2,1,1.0,1.0,1,1.0,Tunis,2016
3,2,1,1.0,1.0,1,1.0,Tunis,2017
5,2,1,1.0,1.0,1,1.0,Tunis,2019
6,2,1,1.0,1.0,1,1.0,Tunis,2020
6,3,3,1.0,1.0,1,1.0,Tunis,2021
1,2,1,1.0,1.0,1,1.0,Fort Lauderdale,1986
2,2,1,1.0,1.0,1,1.0,Fort Lauderdale,2003
4,2,1,1.0,1.0,1,1.0,Fort Lauderdale,2004
5,2,1,1.0,1.0,1,1.0,Fort Lauderdale,2006
7,3,3,1.0,1.0,1,1.0,Fort Lauderdale,2007
10,3,3,1.0,1.0,1,1.0,Fort Lauderdale,2008
12,3,3,1.0,1.0,1,1.0,Fort Lauderdale,2009
13,3,3,1.0,1.0,1,1.0,Fort Lauderdale,2010
16,3,3,1.0,1.0,1,1.0,Fort Lauderdale,2011
17,3,3,1.0,1.0,1,1.0,Fort Lauderdale,2012
19,3,3,1.0,1.0,1,1.0,Fort Lauderdale,2013
27,4,6,1.0,1.0,1,1.0,Fort Lauderdale,2014
34,4,6,1.0,1.0,1,1.0,Fort Lauderdale,2015
40,4,6,1.0,1.0,1,1.0,Fort Lauderdale,2016
41,4,6,1.0,1.0,1,1.0,Fort Lauderdale,2017
48,4,6,1.0,1.0,1,1.0,Fort Lauderdale,2018
55,4,6,1.0,1.0,1,1.0,Fort Lauderdale,2019
62,4,6,1.0,1.0,1,1.0,Fort Lauderdale,2020
65,4,6,1.0,1.0,1,1.0,Fort Lauderdale,2021
66,4,6,1.0,1.0,1,1.0,Fort Lauderdale,2022
2,2,1,1.0,1.0,1,1.0,Udaipur,2013
3,2,1,1.0,1.0,1,1.0,Udaipur,2014
3,2,1,1.0,1.0,1,1.0,Udaipur,2015
4,2,1,1.0,1.0,1,1.0,Udaipur,2020
6,2,1,1.0,1.0,1,1.0,Udaipur,2022
1,2,1,1.0,1.0,1,1.0,Sutherland,2020
1,2,1,1.0,1.0,1,1.0,Halmstad,2000
2,2,1,1.0,1.0,1,1.0,Halmstad,2015
4,2,1,1.0,1.0,1,1.0,Halmstad,2016
5,2,1,1.0,1.0,1,1.0,Halmstad,2017
6,2,1,1.0,1.0,1,1.0,Halmstad,2020
1,2,1,1.0,1.0,1,1.0,Mahón,2016
1,2,1,1.0,1.0,1,1.0,La Jolla,2000
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,La Jolla,2002
2,4,3,0.5,0.75,2,1.5,La Jolla,2003
3,4,3,0.5,0.75,2,1.5,La Jolla,2006
8,4,3,0.5,0.75,2,1.5,La Jolla,2007
8,5,4,0.4,0.7,2,1.6,La Jolla,2008
7,8,7,0.25,0.5773809523809522,3,2.0357142857142856,La Jolla,2009
11,8,7,0.25,0.5773809523809522,3,2.0357142857142856,La Jolla,2010
12,9,8,0.2222222222222222,0.5370370370370369,4,2.2777777777777777,La Jolla,2011
12,9,8,0.2222222222222222,0.5370370370370369,4,2.2777777777777777,La Jolla,2012
13,9,8,0.2222222222222222,0.5370370370370369,4,2.2777777777777777,La Jolla,2013
14,13,13,0.1666666666666666,0.5192307692307694,4,2.269230769230769,La Jolla,2014
14,13,13,0.1666666666666666,0.5192307692307694,4,2.269230769230769,La Jolla,2015
15,13,13,0.1666666666666666,0.5192307692307694,4,2.269230769230769,La Jolla,2016
14,18,18,0.1176470588235294,0.4885620915032678,4,2.339869281045752,La Jolla,2017
16,19,19,0.1111111111111111,0.4727095516569202,4,2.450292397660818,La Jolla,2018
16,19,19,0.1111111111111111,0.4727095516569202,4,2.450292397660818,La Jolla,2019
19,20,20,0.1052631578947368,0.4719298245614042,4,2.442105263157895,La Jolla,2020
19,26,27,0.083076923076923,0.4282564102564105,5,2.726153846153846,La Jolla,2021
19,27,28,0.0797720797720797,0.4223171889838555,5,2.7663817663817665,La Jolla,2022
18,31,35,0.075268817204301,0.3917204301075251,6,3.0924731182795697,La Jolla,2023
1,2,1,1.0,1.0,1,1.0,Novara,2020
1,2,1,1.0,1.0,1,1.0,Clacton-on-sea,2015
1,4,6,1.0,1.0,1,1.0,Yaoundé,2017
1,4,6,1.0,1.0,1,1.0,Yaoundé,2018
2,4,6,1.0,1.0,1,1.0,Yaoundé,2020
1,2,1,1.0,1.0,1,1.0,Middlesex,2004
2,2,1,1.0,1.0,1,1.0,Middlesex,2020
1,2,1,1.0,1.0,1,1.0,Sesto San Giovanni,2019
2,2,1,1.0,1.0,1,1.0,Sesto San Giovanni,2021
2,3,3,1.0,1.0,1,1.0,Sesto San Giovanni,2023
1,2,1,1.0,1.0,1,1.0,Matawan,2012
1,2,1,1.0,1.0,1,1.0,Ijsselstein,2015
1,3,3,1.0,1.0,1,1.0,Ijsselstein,2017
2,3,3,1.0,1.0,1,1.0,Ijsselstein,2022
1,2,1,1.0,1.0,1,1.0,Porreras,2012
1,3,3,1.0,1.0,1,1.0,Porreras,2014
1,2,1,1.0,1.0,1,1.0,Rancho Santa Fe,2012
1,2,1,1.0,1.0,1,1.0,Davis,1997
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Davis,2006
1,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Davis,2010
2,5,5,0.5,0.75,2,1.5,Davis,2011
2,6,6,0.4,0.7,2,1.6,Davis,2012
2,6,6,0.4,0.7,2,1.6,Davis,2013
2,7,7,0.3333333333333333,0.6666666666666666,2,1.6666666666666667,Davis,2014
1,12,13,0.1969696969696969,0.5227272727272728,4,2.363636363636364,Davis,2015
1,12,13,0.1969696969696969,0.5227272727272728,4,2.363636363636364,Davis,2016
1,13,15,0.1923076923076923,0.5235042735042735,4,2.3461538461538463,Davis,2018
1,14,16,0.1758241758241758,0.5183150183150182,4,2.340659340659341,Davis,2019
2,15,17,0.1619047619047619,0.5142857142857142,4,2.333333333333333,Davis,2020
3,15,17,0.1619047619047619,0.5142857142857142,4,2.333333333333333,Davis,2021
3,16,18,0.15,0.511111111111111,4,2.325,Davis,2023
1,2,1,1.0,1.0,1,1.0,Hamilton,1988
2,2,1,1.0,1.0,1,1.0,Hamilton,1997
3,2,1,1.0,1.0,1,1.0,Hamilton,1998
4,2,1,1.0,1.0,1,1.0,Hamilton,2004
5,2,1,1.0,1.0,1,1.0,Hamilton,2009
6,2,1,1.0,1.0,1,1.0,Hamilton,2010
7,2,1,1.0,1.0,1,1.0,Hamilton,2013
8,2,1,1.0,1.0,1,1.0,Hamilton,2014
14,2,1,1.0,1.0,1,1.0,Hamilton,2015
15,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Hamilton,2016
18,4,3,0.5,0.75,2,1.5,Hamilton,2017
22,4,3,0.5,0.75,2,1.5,Hamilton,2018
26,4,3,0.5,0.75,2,1.5,Hamilton,2019
27,5,4,0.4,0.7,2,1.6,Hamilton,2020
30,5,4,0.4,0.7,2,1.6,Hamilton,2021
30,5,4,0.4,0.7,2,1.6,Hamilton,2022
1,2,1,1.0,1.0,1,1.0,Alum Bank,2008
1,2,1,1.0,1.0,1,1.0,Burbank,2003
2,2,1,1.0,1.0,1,1.0,Burbank,2004
3,2,1,1.0,1.0,1,1.0,Burbank,2006
5,2,1,1.0,1.0,1,1.0,Burbank,2009
5,2,1,1.0,1.0,1,1.0,Burbank,2010
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Burbank,2011
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Burbank,2012
6,5,4,0.4,0.6666666666666667,3,1.8,Burbank,2013
7,5,4,0.4,0.6666666666666667,3,1.8,Burbank,2014
9,5,4,0.4,0.6666666666666667,3,1.8,Burbank,2015
10,5,5,0.5,0.7333333333333334,3,1.6,Burbank,2016
11,5,5,0.5,0.7333333333333334,3,1.6,Burbank,2017
12,5,5,0.5,0.7333333333333334,3,1.6,Burbank,2018
12,6,6,0.4,0.6666666666666666,3,1.8,Burbank,2019
13,6,6,0.4,0.6666666666666666,3,1.8,Burbank,2020
14,6,6,0.4,0.6666666666666666,3,1.8,Burbank,2021
16,6,6,0.4,0.6666666666666666,3,1.8,Burbank,2022
16,6,6,0.4,0.6666666666666666,3,1.8,Burbank,2023
1,2,1,1.0,1.0,1,1.0,Fort Pierce,2019
2,2,1,1.0,1.0,1,1.0,Fort Pierce,2020
2,3,3,1.0,1.0,1,1.0,Fort Pierce,2023
2,3,3,1.0,1.0,1,1.0,Fort Pierce,2024
1,2,1,1.0,1.0,1,1.0,Acireale,2016
1,2,1,1.0,1.0,1,1.0,Acireale,2017
1,2,1,1.0,1.0,1,1.0,Satellite Beach,2011
1,2,1,1.0,1.0,1,1.0,Kasterlee,2022
1,2,1,1.0,1.0,1,1.0,New Rochelle,1980
2,2,1,1.0,1.0,1,1.0,New Rochelle,2011
3,3,3,1.0,1.0,1,1.0,New Rochelle,2020
1,2,1,1.0,1.0,1,1.0,Heraklion,2017
1,3,3,1.0,1.0,1,1.0,Heraklion,2019
1,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Heraklion,2020
1,3,3,1.0,1.0,1,1.0,Augsburg,2014
1,5,10,1.0,1.0,1,1.0,Augsburg,2016
3,5,10,1.0,1.0,1,1.0,Augsburg,2018
4,5,10,1.0,1.0,1,1.0,Augsburg,2020
1,2,1,1.0,1.0,1,1.0,Macclesfield,2011
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Macclesfield,2015
2,4,6,1.0,1.0,1,1.0,Macclesfield,2016
3,4,6,1.0,1.0,1,1.0,Macclesfield,2018
4,4,6,1.0,1.0,1,1.0,Macclesfield,2019
5,4,6,1.0,1.0,1,1.0,Macclesfield,2020
6,4,6,1.0,1.0,1,1.0,Macclesfield,2021
1,2,1,1.0,1.0,1,1.0,Saint Louis Park,2015
1,2,1,1.0,1.0,1,1.0,University Park,2014
2,2,1,1.0,1.0,1,1.0,University Park,2018
1,2,1,1.0,1.0,1,1.0,Whittier,1999
2,2,1,1.0,1.0,1,1.0,Whittier,2005
1,2,1,1.0,1.0,1,1.0,Cape Coral,2005
2,2,1,1.0,1.0,1,1.0,Cape Coral,2012
3,2,1,1.0,1.0,1,1.0,Cape Coral,2019
1,2,1,1.0,1.0,1,1.0,Effingham,2018
1,2,1,1.0,1.0,1,1.0,Fort Mill,1923
2,2,1,1.0,1.0,1,1.0,Fort Mill,2015
4,2,1,1.0,1.0,1,1.0,Fort Mill,2020
1,2,1,1.0,1.0,1,1.0,Dubuque,2013
2,2,1,1.0,1.0,1,1.0,Dubuque,2016
2,3,3,1.0,1.0,1,1.0,Dubuque,2020
3,3,3,1.0,1.0,1,1.0,Dubuque,2021
1,2,1,1.0,1.0,1,1.0,Santa Cruz De Tenerife,2000
2,2,1,1.0,1.0,1,1.0,Santa Cruz De Tenerife,2013
2,3,3,1.0,1.0,1,1.0,Santa Cruz De Tenerife,2014
4,4,6,1.0,1.0,1,1.0,Santa Cruz De Tenerife,2016
4,5,10,1.0,1.0,1,1.0,Santa Cruz De Tenerife,2017
4,6,15,1.0,1.0,1,1.0,Santa Cruz De Tenerife,2018
1,2,1,1.0,1.0,1,1.0,Luanda,2017
1,2,1,1.0,1.0,1,1.0,Oakley,2015
2,2,1,1.0,1.0,1,1.0,Oakley,2018
1,2,1,1.0,1.0,1,1.0,Lugo,2019
2,2,1,1.0,1.0,1,1.0,Lugo,2020
3,2,1,1.0,1.0,1,1.0,Lugo,2021
2,2,1,1.0,1.0,1,1.0,Piteå,2019
1,2,1,1.0,1.0,1,1.0,Ketchum,2014
1,3,3,1.0,1.0,1,1.0,Ketchum,2016
2,3,3,1.0,1.0,1,1.0,Ketchum,2019
1,2,1,1.0,1.0,1,1.0,San Jose,1976
2,2,1,1.0,1.0,1,1.0,San Jose,1981
3,2,1,1.0,1.0,1,1.0,San Jose,1988
4,2,1,1.0,1.0,1,1.0,San Jose,1989
5,2,1,1.0,1.0,1,1.0,San Jose,1990
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,San Jose,1993
7,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,San Jose,1994
6,7,8,0.3809523809523809,0.6666666666666666,3,1.761904761904762,San Jose,1996
6,15,17,0.1619047619047619,0.5030158730158728,5,2.419047619047619,San Jose,1997
5,21,23,0.1095238095238095,0.4354421768707482,7,2.8666666666666667,San Jose,1998
8,29,33,0.0812807881773399,0.395173586676049,8,3.1995073891625614,San Jose,1999
10,34,40,0.071301247771836,0.3793735676088601,7,3.272727272727273,San Jose,2000
13,49,56,0.0476190476190476,0.3532667233560124,8,3.4906462585034013,San Jose,2001
15,57,70,0.043859649122807,0.350516171380839,8,3.408521303258145,San Jose,2002
17,65,83,0.0399038461538461,0.3359386446886462,8,3.565384615384616,San Jose,2003
18,75,99,0.0356756756756756,0.3241957671957681,9,3.6886486486486487,San Jose,2004
22,95,139,0.031131019036954,0.3105055191169438,9,3.8414333706606953,San Jose,2005
28,106,161,0.0289308176100628,0.3155698883326935,10,3.766397124887691,San Jose,2006
29,136,210,0.022875816993464,0.3011782861292442,10,3.917755991285403,San Jose,2007
29,166,253,0.0184738955823293,0.2867589550119219,10,4.089083607155897,San Jose,2008
30,184,297,0.0176407697790449,0.2954131264448386,10,3.937336659539083,San Jose,2009
35,203,333,0.0162415256303955,0.2970429414511192,10,3.887821294444716,San Jose,2010
37,233,410,0.0151694538996596,0.2966340021284021,10,3.863400917566968,San Jose,2011
41,252,458,0.014481755517612,0.3020838791471448,9,3.777682919117182,San Jose,2012
53,274,508,0.0135825245314296,0.3092537632684191,9,3.644956017218791,San Jose,2013
60,296,548,0.0125515345854328,0.3067488675116031,9,3.671278057718736,San Jose,2014
74,328,612,0.0114119489818751,0.3013993297152363,9,3.723353472066831,San Jose,2015
83,365,676,0.0101761252446183,0.299730244749699,10,3.726192985097095,San Jose,2016
97,391,734,0.0096268607777559,0.301321908176015,10,3.700636107285724,San Jose,2017
104,426,803,0.0088704777685722,0.299814091520723,10,3.707572493786247,San Jose,2018
117,463,877,0.0081998634914401,0.2976270061659848,9,3.725561695324114,San Jose,2019
127,489,943,0.0079033826142344,0.2977369983773715,9,3.7277649267491366,San Jose,2020
134,524,1011,0.0073781618087078,0.2949881426740577,10,3.7639280136616406,San Jose,2021
135,539,1047,0.0072211378637294,0.2942206210277856,10,3.7737859591284977,San Jose,2022
135,548,1063,0.0070924351806135,0.2912353062063973,11,3.836400272221407,San Jose,2023
135,550,1066,0.0070607716509355,0.2906338045126641,11,3.846199701937407,San Jose,2024
1,2,1,1.0,1.0,1,1.0,Paarl,2011
1,2,1,1.0,1.0,1,1.0,Rauma,2018
1,2,1,1.0,1.0,1,1.0,Thisted,2004
1,2,1,1.0,1.0,1,1.0,Kaysville,2017
2,2,1,1.0,1.0,1,1.0,Kaysville,2021
1,2,1,1.0,1.0,1,1.0,Bielefeld,2011
1,3,3,1.0,1.0,1,1.0,Bielefeld,2017
1,3,3,1.0,1.0,1,1.0,Bielefeld,2018
2,3,3,1.0,1.0,1,1.0,Bielefeld,2020
5,4,5,0.8333333333333334,0.9166666666666666,2,1.1666666666666667,Bielefeld,2021
5,4,5,0.8333333333333334,0.9166666666666666,2,1.1666666666666667,Bielefeld,2022
1,2,1,1.0,1.0,1,1.0,Mojave,2011
1,2,1,1.0,1.0,1,1.0,Mojave,2018
1,2,1,1.0,1.0,1,1.0,Mojave,2019
1,2,1,1.0,1.0,1,1.0,Mojave,2020
1,2,1,1.0,1.0,1,1.0,Wuhan,2015
1,2,1,1.0,1.0,1,1.0,Wuhan,2016
1,2,1,1.0,1.0,1,1.0,Menomonie,2008
2,2,1,1.0,1.0,1,1.0,Menomonie,2019
1,2,1,1.0,1.0,1,1.0,Baldwin Park,2019
1,2,1,1.0,1.0,1,1.0,Alessandria,2001
1,3,3,1.0,1.0,1,1.0,Alessandria,2023
1,2,1,1.0,1.0,1,1.0,Cartersville,2008
1,2,1,1.0,1.0,1,1.0,Milwaukee,1987
2,2,1,1.0,1.0,1,1.0,Milwaukee,1993
3,2,1,1.0,1.0,1,1.0,Milwaukee,1994
